hvac,afn,area,atm,azimuth,boundaries,cop,envelope,lights,shgc,epw
1.439453125,1.38671875,719.296875,15.257421875000002,97.73437499999999,2.814453125,3.083203125,2.798828125,17.01421875,0.32084375,35.9189453125
1.509765625,1.38671875,719.296875,15.257421875000002,97.73437499999999,2.814453125,3.083203125,2.798828125,17.01421875,0.32084375,35.9189453125
1.439453125,1.64453125,719.296875,15.257421875000002,97.73437499999999,2.814453125,3.083203125,2.798828125,17.01421875,0.32084375,35.9189453125
1.439453125,1.38671875,579.140625,15.257421875000002,97.73437499999999,2.814453125,3.083203125,2.798828125,17.01421875,0.32084375,35.9189453125
1.439453125,1.38671875,719.296875,6.939453125,97.73437499999999,2.814453125,3.083203125,2.798828125,17.01421875,0.32084375,35.9189453125
1.439453125,1.38671875,719.296875,15.257421875000002,131.37187500000002,2.814453125,3.083203125,2.798828125,17.01421875,0.32084375,35.9189453125
1.439453125,1.38671875,719.296875,15.257421875000002,97.73437499999999,2.439453125,3.083203125,2.798828125,17.01421875,0.32084375,35.9189453125
1.439453125,1.38671875,719.296875,15.257421875000002,97.73437499999999,2.814453125,4.015546875,2.798828125,17.01421875,0.32084375,35.9189453125
1.439453125,1.38671875,719.296875,15.257421875000002,97.73437499999999,2.814453125,3.083203125,2.982421875,17.01421875,0.32084375,35.9189453125
1.439453125,1.38671875,719.296875,15.257421875000002,97.73437499999999,2.814453125,3.083203125,2.798828125,20.28453125,0.32084375,35.9189453125
1.439453125,1.38671875,719.296875,15.257421875000002,97.73437499999999,2.814453125,3.083203125,2.798828125,17.01421875,0.50934375,35.9189453125
1.439453125,1.38671875,719.296875,15.257421875000002,97.73437499999999,2.814453125,3.083203125,2.798828125,17.01421875,0.32084375,226.9697265625
1.439453125,1.64453125,579.140625,6.939453125,131.37187500000002,2.439453125,4.015546875,2.982421875,20.28453125,0.50934375,226.9697265625
1.509765625,1.38671875,579.140625,6.939453125,131.37187500000002,2.439453125,4.015546875,2.982421875,20.28453125,0.50934375,226.9697265625
1.509765625,1.64453125,719.296875,6.939453125,131.37187500000002,2.439453125,4.015546875,2.982421875,20.28453125,0.50934375,226.9697265625
1.509765625,1.64453125,579.140625,15.257421875000002,131.37187500000002,2.439453125,4.015546875,2.982421875,20.28453125,0.50934375,226.9697265625
1.509765625,1.64453125,579.140625,6.939453125,97.73437499999999,2.439453125,4.015546875,2.982421875,20.28453125,0.50934375,226.9697265625
1.509765625,1.64453125,579.140625,6.939453125,131.37187500000002,2.814453125,4.015546875,2.982421875,20.28453125,0.50934375,226.9697265625
1.509765625,1.64453125,579.140625,6.939453125,131.37187500000002,2.439453125,3.083203125,2.982421875,20.28453125,0.50934375,226.9697265625
1.509765625,1.64453125,579.140625,6.939453125,131.37187500000002,2.439453125,4.015546875,2.798828125,20.28453125,0.50934375,226.9697265625
1.509765625,1.64453125,579.140625,6.939453125,131.37187500000002,2.439453125,4.015546875,2.982421875,17.01421875,0.50934375,226.9697265625
1.509765625,1.64453125,579.140625,6.939453125,131.37187500000002,2.439453125,4.015546875,2.982421875,20.28453125,0.32084375,226.9697265625
1.509765625,1.64453125,579.140625,6.939453125,131.37187500000002,2.439453125,4.015546875,2.982421875,20.28453125,0.50934375,35.9189453125
1.509765625,1.64453125,579.140625,6.939453125,131.37187500000002,2.439453125,4.015546875,2.982421875,20.28453125,0.50934375,226.9697265625
2.439453125,3.38671875,199.296875,7.4574218750000005,284.934375,1.814453125,4.643203124999999,1.798828125,9.73421875,0.52884375,241.4189453125
2.509765625,3.38671875,199.296875,7.4574218750000005,284.934375,1.814453125,4.643203124999999,1.798828125,9.73421875,0.52884375,241.4189453125
2.439453125,3.64453125,199.296875,7.4574218750000005,284.934375,1.814453125,4.643203124999999,1.798828125,9.73421875,0.52884375,241.4189453125
2.439453125,3.38671875,1099.140625,7.4574218750000005,284.934375,1.814453125,4.643203124999999,1.798828125,9.73421875,0.52884375,241.4189453125
2.439453125,3.38671875,199.296875,14.739453125,284.934375,1.814453125,4.643203124999999,1.798828125,9.73421875,0.52884375,241.4189453125
2.439453125,3.38671875,199.296875,7.4574218750000005,318.571875,1.814453125,4.643203124999999,1.798828125,9.73421875,0.52884375,241.4189453125
2.439453125,3.38671875,199.296875,7.4574218750000005,284.934375,1.439453125,4.643203124999999,1.798828125,9.73421875,0.52884375,241.4189453125
2.439453125,3.38671875,199.296875,7.4574218750000005,284.934375,1.814453125,5.575546875,1.798828125,9.73421875,0.52884375,241.4189453125
2.439453125,3.38671875,199.296875,7.4574218750000005,284.934375,1.814453125,4.643203124999999,1.982421875,9.73421875,0.52884375,241.4189453125
2.439453125,3.38671875,199.296875,7.4574218750000005,284.934375,1.814453125,4.643203124999999,1.798828125,13.004531250000001,0.52884375,241.4189453125
2.439453125,3.38671875,199.296875,7.4574218750000005,284.934375,1.814453125,4.643203124999999,1.798828125,9.73421875,0.30134374999999997,241.4189453125
2.439453125,3.38671875,199.296875,7.4574218750000005,284.934375,1.814453125,4.643203124999999,1.798828125,9.73421875,0.52884375,21.4697265625
2.439453125,3.64453125,1099.140625,14.739453125,318.571875,1.439453125,5.575546875,1.982421875,13.004531250000001,0.30134374999999997,21.4697265625
2.509765625,3.38671875,1099.140625,14.739453125,318.571875,1.439453125,5.575546875,1.982421875,13.004531250000001,0.30134374999999997,21.4697265625
2.509765625,3.64453125,199.296875,14.739453125,318.571875,1.439453125,5.575546875,1.982421875,13.004531250000001,0.30134374999999997,21.4697265625
2.509765625,3.64453125,1099.140625,7.4574218750000005,318.571875,1.439453125,5.575546875,1.982421875,13.004531250000001,0.30134374999999997,21.4697265625
2.509765625,3.64453125,1099.140625,14.739453125,284.934375,1.439453125,5.575546875,1.982421875,13.004531250000001,0.30134374999999997,21.4697265625
2.509765625,3.64453125,1099.140625,14.739453125,318.571875,1.814453125,5.575546875,1.982421875,13.004531250000001,0.30134374999999997,21.4697265625
2.509765625,3.64453125,1099.140625,14.739453125,318.571875,1.439453125,4.643203124999999,1.982421875,13.004531250000001,0.30134374999999997,21.4697265625
2.509765625,3.64453125,1099.140625,14.739453125,318.571875,1.439453125,5.575546875,1.798828125,13.004531250000001,0.30134374999999997,21.4697265625
2.509765625,3.64453125,1099.140625,14.739453125,318.571875,1.439453125,5.575546875,1.982421875,9.73421875,0.30134374999999997,21.4697265625
2.509765625,3.64453125,1099.140625,14.739453125,318.571875,1.439453125,5.575546875,1.982421875,13.004531250000001,0.52884375,21.4697265625
2.509765625,3.64453125,1099.140625,14.739453125,318.571875,1.439453125,5.575546875,1.982421875,13.004531250000001,0.30134374999999997,241.4189453125
2.509765625,3.64453125,1099.140625,14.739453125,318.571875,1.439453125,5.575546875,1.982421875,13.004531250000001,0.30134374999999997,21.4697265625
2.939453125,2.38671875,979.296875,19.157421875,191.334375,1.314453125,3.863203125,1.298828125,13.37421875,0.6328437499999999,344.1689453125
2.009765625,2.38671875,979.296875,19.157421875,191.334375,1.314453125,3.863203125,1.298828125,13.37421875,0.6328437499999999,344.1689453125
2.939453125,2.64453125,979.296875,19.157421875,191.334375,1.314453125,3.863203125,1.298828125,13.37421875,0.6328437499999999,344.1689453125
2.939453125,2.38671875,319.140625,19.157421875,191.334375,1.314453125,3.863203125,1.298828125,13.37421875,0.6328437499999999,344.1689453125
2.939453125,2.38671875,979.296875,18.639453125000003,191.334375,1.314453125,3.863203125,1.298828125,13.37421875,0.6328437499999999,344.1689453125
2.939453125,2.38671875,979.296875,19.157421875,37.771874999999994,1.314453125,3.863203125,1.298828125,13.37421875,0.6328437499999999,344.1689453125
2.939453125,2.38671875,979.296875,19.157421875,191.334375,1.939453125,3.863203125,1.298828125,13.37421875,0.6328437499999999,344.1689453125
2.939453125,2.38671875,979.296875,19.157421875,191.334375,1.314453125,3.235546875,1.298828125,13.37421875,0.6328437499999999,344.1689453125
2.939453125,2.38671875,979.296875,19.157421875,191.334375,1.314453125,3.863203125,1.482421875,13.37421875,0.6328437499999999,344.1689453125
2.939453125,2.38671875,979.296875,19.157421875,191.334375,1.314453125,3.863203125,1.298828125,23.92453125,0.6328437499999999,344.1689453125
2.939453125,2.38671875,979.296875,19.157421875,191.334375,1.314453125,3.863203125,1.298828125,13.37421875,0.61334375,344.1689453125
2.939453125,2.38671875,979.296875,19.157421875,191.334375,1.314453125,3.863203125,1.298828125,13.37421875,0.6328437499999999,124.2197265625
2.939453125,2.64453125,319.140625,18.639453125000003,37.771874999999994,1.939453125,3.235546875,1.482421875,23.92453125,0.61334375,124.2197265625
2.009765625,2.38671875,319.140625,18.639453125000003,37.771874999999994,1.939453125,3.235546875,1.482421875,23.92453125,0.61334375,124.2197265625
2.009765625,2.64453125,979.296875,18.639453125000003,37.771874999999994,1.939453125,3.235546875,1.482421875,23.92453125,0.61334375,124.2197265625
2.009765625,2.64453125,319.140625,19.157421875,37.771874999999994,1.939453125,3.235546875,1.482421875,23.92453125,0.61334375,124.2197265625
2.009765625,2.64453125,319.140625,18.639453125000003,191.334375,1.939453125,3.235546875,1.482421875,23.92453125,0.61334375,124.2197265625
2.009765625,2.64453125,319.140625,18.639453125000003,37.771874999999994,1.314453125,3.235546875,1.482421875,23.92453125,0.61334375,124.2197265625
2.009765625,2.64453125,319.140625,18.639453125000003,37.771874999999994,1.939453125,3.863203125,1.482421875,23.92453125,0.61334375,124.2197265625
2.009765625,2.64453125,319.140625,18.639453125000003,37.771874999999994,1.939453125,3.235546875,1.298828125,23.92453125,0.61334375,124.2197265625
2.009765625,2.64453125,319.140625,18.639453125000003,37.771874999999994,1.939453125,3.235546875,1.482421875,13.37421875,0.61334375,124.2197265625
2.009765625,2.64453125,319.140625,18.639453125000003,37.771874999999994,1.939453125,3.235546875,1.482421875,23.92453125,0.6328437499999999,124.2197265625
2.009765625,2.64453125,319.140625,18.639453125000003,37.771874999999994,1.939453125,3.235546875,1.482421875,23.92453125,0.61334375,344.1689453125
2.009765625,2.64453125,319.140625,18.639453125000003,37.771874999999994,1.939453125,3.235546875,1.482421875,23.92453125,0.61334375,124.2197265625
1.939453125,4.38671875,459.296875,11.357421875,4.1343749999999995,2.314453125,5.423203125,2.298828125,20.654218750000002,0.42484374999999996,138.6689453125
1.009765625,4.38671875,459.296875,11.357421875,4.1343749999999995,2.314453125,5.423203125,2.298828125,20.654218750000002,0.42484374999999996,138.6689453125
1.939453125,4.64453125,459.296875,11.357421875,4.1343749999999995,2.314453125,5.423203125,2.298828125,20.654218750000002,0.42484374999999996,138.6689453125
1.939453125,4.38671875,839.140625,11.357421875,4.1343749999999995,2.314453125,5.423203125,2.298828125,20.654218750000002,0.42484374999999996,138.6689453125
1.939453125,4.38671875,459.296875,10.839453125,4.1343749999999995,2.314453125,5.423203125,2.298828125,20.654218750000002,0.42484374999999996,138.6689453125
1.939453125,4.38671875,459.296875,11.357421875,224.971875,2.314453125,5.423203125,2.298828125,20.654218750000002,0.42484374999999996,138.6689453125
1.939453125,4.38671875,459.296875,11.357421875,4.1343749999999995,2.939453125,5.423203125,2.298828125,20.654218750000002,0.42484374999999996,138.6689453125
1.939453125,4.38671875,459.296875,11.357421875,4.1343749999999995,2.314453125,4.795546874999999,2.298828125,20.654218750000002,0.42484374999999996,138.6689453125
1.939453125,4.38671875,459.296875,11.357421875,4.1343749999999995,2.314453125,5.423203125,2.482421875,20.654218750000002,0.42484374999999996,138.6689453125
1.939453125,4.38671875,459.296875,11.357421875,4.1343749999999995,2.314453125,5.423203125,2.298828125,16.64453125,0.42484374999999996,138.6689453125
1.939453125,4.38671875,459.296875,11.357421875,4.1343749999999995,2.314453125,5.423203125,2.298828125,20.654218750000002,0.40534375,138.6689453125
1.939453125,4.38671875,459.296875,11.357421875,4.1343749999999995,2.314453125,5.423203125,2.298828125,20.654218750000002,0.42484374999999996,329.7197265625
1.939453125,4.64453125,839.140625,10.839453125,224.971875,2.939453125,4.795546874999999,2.482421875,16.64453125,0.40534375,329.7197265625
1.009765625,4.38671875,839.140625,10.839453125,224.971875,2.939453125,4.795546874999999,2.482421875,16.64453125,0.40534375,329.7197265625
1.009765625,4.64453125,459.296875,10.839453125,224.971875,2.939453125,4.795546874999999,2.482421875,16.64453125,0.40534375,329.7197265625
1.009765625,4.64453125,839.140625,11.357421875,224.971875,2.939453125,4.795546874999999,2.482421875,16.64453125,0.40534375,329.7197265625
1.009765625,4.64453125,839.140625,10.839453125,4.1343749999999995,2.939453125,4.795546874999999,2.482421875,16.64453125,0.40534375,329.7197265625
1.009765625,4.64453125,839.140625,10.839453125,224.971875,2.314453125,4.795546874999999,2.482421875,16.64453125,0.40534375,329.7197265625
1.009765625,4.64453125,839.140625,10.839453125,224.971875,2.939453125,5.423203125,2.482421875,16.64453125,0.40534375,329.7197265625
1.009765625,4.64453125,839.140625,10.839453125,224.971875,2.939453125,4.795546874999999,2.298828125,16.64453125,0.40534375,329.7197265625
1.009765625,4.64453125,839.140625,10.839453125,224.971875,2.939453125,4.795546874999999,2.482421875,20.654218750000002,0.40534375,329.7197265625
1.009765625,4.64453125,839.140625,10.839453125,224.971875,2.939453125,4.795546874999999,2.482421875,16.64453125,0.42484374999999996,329.7197265625
1.009765625,4.64453125,839.140625,10.839453125,224.971875,2.939453125,4.795546874999999,2.482421875,16.64453125,0.40534375,138.6689453125
1.009765625,4.64453125,839.140625,10.839453125,224.971875,2.939453125,4.795546874999999,2.482421875,16.64453125,0.40534375,329.7197265625
1.689453125,2.88671875,329.296875,9.407421875,50.934374999999996,2.564453125,4.253203125,1.048828125,15.194218750000001,0.58084375,395.5439453125
